RecommendationID,Gender,BodyType,SkinTone,AestheticID,OccasionID,Topwear,Bottomwear,Footwear,Accessory,CreatedAt
1749,Male,Rectangle,Brown,1,2,T-shirt + Blazer (Light Grey),Trousers (Beige),Formal Shoes (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
1750,Male,Triangle,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1751,Male,Triangle,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1752,Male,Triangle,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1753,Male,Regular,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1754,Male,Regular,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1755,Male,Regular,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1756,Male,Regular,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1757,Male,Regular,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1758,Male,Regular,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1759,Male,Inverted Triangle,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1760,Male,Inverted Triangle,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1761,Male,Inverted Triangle,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1762,Male,Oval,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1763,Male,Oval,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1764,Male,Oval,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1765,Male,Rectangle,Dark,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1766,Male,Rectangle,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1767,Male,Rectangle,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1768,Male,Triangle,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1769,Male,Triangle,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1770,Male,Triangle,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1771,Male,Regular,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1772,Male,Regular,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1773,Male,Regular,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1774,Male,Regular,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1775,Male,Regular,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1776,Male,Regular,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1777,Male,Inverted Triangle,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1778,Male,Inverted Triangle,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1779,Male,Inverted Triangle,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1780,Male,Oval,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1781,Male,Oval,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1782,Male,Oval,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1783,Male,Rectangle,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1784,Male,Rectangle,Fair,3,2,T-shirt + Plaid Blazer (Grey),Black Chinos (Black),Black Loafers (Black),Black Cap (Black),2025-05-21 13:57:56
1785,Male,Rectangle,Fair,1,2,T-shirt + Blazer (Light Grey),Trousers (Light Grey),Formal Shoes (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
1786,Male,Triangle,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1787,Male,Triangle,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1788,Male,Triangle,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1789,Male,Regular,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1790,Male,Regular,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1791,Male,Regular,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1792,Male,Regular,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1793,Male,Regular,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1794,Male,Regular,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
1795,Male,Inverted Triangle,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1796,Male,Inverted Triangle,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1797,Male,Inverted Triangle,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1798,Male,Oval,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1799,Male,Oval,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1800,Male,Oval,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1801,Male,Rectangle,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1802,Male,Rectangle,Brown,3,2,T-shirt + Plaid Blazer (Grey),Black Chinos (Black),Black Loafers (Black),No Match,2025-05-21 13:57:56
1803,Male,Rectangle,Brown,1,2,T-shirt + Blazer (Light Grey),Trousers (Beige),Formal Shoes (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
1804,Male,Triangle,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1805,Male,Triangle,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1806,Male,Triangle,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1807,Male,Regular,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1808,Male,Regular,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1809,Male,Regular,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1810,Male,Regular,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1811,Male,Regular,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1812,Male,Regular,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1813,Male,Inverted Triangle,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1814,Male,Inverted Triangle,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1815,Male,Inverted Triangle,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1816,Male,Oval,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1817,Male,Oval,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1818,Male,Oval,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1819,Male,Rectangle,Dark,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1820,Male,Rectangle,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1821,Male,Rectangle,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1822,Male,Triangle,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1823,Male,Triangle,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1824,Male,Triangle,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1825,Male,Regular,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1826,Male,Regular,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1827,Male,Regular,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1828,Male,Regular,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1829,Male,Regular,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1830,Male,Regular,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1831,Male,Inverted Triangle,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1832,Male,Inverted Triangle,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1833,Male,Inverted Triangle,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1834,Male,Oval,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1835,Male,Oval,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1836,Male,Oval,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1837,Male,Rectangle,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1838,Male,Rectangle,Fair,3,2,T-shirt + Plaid Blazer (Grey),Black Chinos (Black),Black Loafers (Black),Black Cap (Black),2025-05-21 13:57:56
1839,Male,Rectangle,Fair,1,2,T-shirt + Blazer (Light Grey),Trousers (Light Grey),Formal Shoes (White),Black Buckle Belt (Black),2025-05-21 13:57:56
1840,Male,Triangle,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1841,Male,Triangle,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1842,Male,Triangle,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
1843,Male,Regular,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1844,Male,Regular,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1845,Male,Regular,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1846,Male,Regular,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1847,Male,Regular,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1848,Male,Regular,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1849,Male,Inverted Triangle,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1850,Male,Inverted Triangle,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1851,Male,Inverted Triangle,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1852,Male,Oval,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1853,Male,Oval,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1854,Male,Oval,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1855,Male,Rectangle,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1856,Male,Rectangle,Brown,3,2,T-shirt + Plaid Blazer (Grey),Black Chinos (Black),Black Loafers (Black),No Match,2025-05-21 13:57:56
1857,Male,Rectangle,Brown,1,2,T-shirt + Blazer (Light Grey),Trousers (Beige),Formal Shoes (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
1858,Male,Triangle,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1859,Male,Triangle,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1860,Male,Triangle,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1861,Male,Regular,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1862,Male,Regular,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1863,Male,Regular,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1864,Male,Regular,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1865,Male,Regular,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1866,Male,Regular,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1867,Male,Inverted Triangle,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1868,Male,Inverted Triangle,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1869,Male,Inverted Triangle,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1870,Male,Oval,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1871,Male,Oval,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1872,Male,Oval,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1873,Male,Rectangle,Dark,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1874,Male,Rectangle,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1875,Male,Rectangle,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1876,Male,Triangle,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1877,Male,Triangle,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1878,Male,Triangle,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1879,Male,Regular,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1880,Male,Regular,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1881,Male,Regular,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1882,Male,Regular,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1883,Male,Regular,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1884,Male,Regular,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1885,Male,Inverted Triangle,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1886,Male,Inverted Triangle,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1887,Male,Inverted Triangle,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1888,Male,Oval,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1889,Male,Oval,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1890,Male,Oval,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1891,Male,Rectangle,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1892,Male,Rectangle,Fair,3,2,T-shirt + Plaid Blazer (Grey),Black Chinos (Black),Black Loafers (Black),Black Cap (Black),2025-05-21 13:57:56
1893,Male,Rectangle,Fair,1,2,T-shirt + Blazer (Light Grey),Trousers (Light Grey),Formal Shoes (White),Silver Chain Necklace (Silver),2025-05-21 13:57:56
1894,Male,Triangle,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1895,Male,Triangle,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1896,Male,Triangle,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1897,Male,Regular,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1898,Male,Regular,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1899,Male,Regular,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1900,Male,Regular,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1901,Male,Regular,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1902,Male,Regular,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1903,Male,Inverted Triangle,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1904,Male,Inverted Triangle,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1905,Male,Inverted Triangle,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Rose Gold Watch (Rose Gold),2025-05-21 13:57:56
1906,Male,Oval,Fair,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1907,Male,Oval,Fair,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1908,Male,Oval,Fair,1,2,Shirt (Light Blue),Trousers (Light Grey),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1909,Male,Rectangle,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1910,Male,Rectangle,Brown,3,2,T-shirt + Plaid Blazer (Grey),Black Chinos (Black),Black Loafers (Black),No Match,2025-05-21 13:57:56
1911,Male,Rectangle,Brown,1,2,T-shirt + Blazer (Light Grey),Trousers (Beige),Formal Shoes (White),Black & Brown Sunglasses (Black/Brown),2025-05-21 13:57:56
1912,Male,Triangle,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1913,Male,Triangle,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1914,Male,Triangle,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1915,Male,Regular,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1916,Male,Regular,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1917,Male,Regular,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1918,Male,Regular,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1919,Male,Regular,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1920,Male,Regular,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1921,Male,Inverted Triangle,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1922,Male,Inverted Triangle,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1923,Male,Inverted Triangle,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1924,Male,Oval,Brown,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1925,Male,Oval,Brown,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1926,Male,Oval,Brown,1,2,Shirt (White),Trousers (Beige),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1927,Male,Rectangle,Dark,2,2,T-shirt + Double-Breasted Blazer (Navy),High-Waisted Wool Trousers (Grey),Loafers (Brown),No Match,2025-05-21 13:57:56
1928,Male,Rectangle,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1929,Male,Rectangle,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1930,Male,Triangle,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1931,Male,Triangle,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1932,Male,Triangle,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1933,Male,Regular,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1934,Male,Regular,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1935,Male,Regular,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
1936,Male,Regular,Dark,2,2,Oxford Shirt (White),High-Waisted Wool Trousers (Grey),Loafers (Brown),Watch ,2025-05-21 13:57:56
1937,Male,Regular,Dark,3,2,Button-Down Shirt (White),Black Chinos (Black),Black Loafers (Black),Watch ,2025-05-21 13:57:56
1938,Male,Regular,Dark,1,2,Shirt (White),Trousers (White),Formal Shoes (White),Watch ,2025-05-21 13:57:56
